incident parkland (1),incident mass shooting (1),guns ar 15,incident parkland (2),government trump,culture national identity,meta opinions,gun control national identity,meta meta,gun control bans,incident video,gun control legal,guns ammunition,gun control second ammendment (1),guns assault weapons (1),meta meta,incident nyc,gun control background check,gun control second ammendment (2),gun control nra,guns assault weapons (2),guns sales,culture government,incident mass shooting (2),paper,aid,max_top,general
0,0.239874533,0,0.000952852,0.001363888,0,0,0,0,0.004052407,0.04102629,0,0.033186917,0.001859279,0.000611774,0,0.017347189,0,0,0.004103048,0.004974826,0.000849503,0.005675004,0.019087144,huffpo,huffpo117,incident mass shooting (1),incident
0.040626988,0.031674751,0.038273743,0,0,0.002056783,0,0.048552106,0.120865389,0.022305855,0.137491227,0,0.026356316,0.027195937,0.017197648,0.005470597,0,0.013211209,0.009084446,0,0,0.016178253,0,0,huffpo,huffpo121,incident video,incident
0.044144777,0.13906674,0.007885646,0,0.007842243,0,0.01693659,0.007657151,0.052981749,0.007829479,0.01287114,0,0.034227539,0,0.037518112,0,0.068588417,0.027011199,0.027325636,0,0,0.004842498,0.00068695,0,,,incident mass shooting (1),incident
0,0.120333174,0,0,0.005397923,0.004875233,0.001160125,0.002736004,0,0,0.01057454,0.002183715,0.004070303,0.002354823,0.017576611,0,0,0,0.013396066,0.021893541,0,0.022617778,0.086483243,0.012376615,huffpo,huffpo134,incident mass shooting (1),incident
0.001202684,0.120920198,0,0,0.041626558,0,0,0,0,0.046282614,0.034462322,0.086996816,0,0,0.00509521,0,0,0.004956022,0.013288233,0.000494548,0,0,0.00573816,0,huffpo,huffpo138,incident mass shooting (1),incident
0.029303607,0.216338311,0,0,0,0.001096585,0.010767792,0,0,0,0,0.08050424,0,0,0.017556709,0,0,0.000546916,0,0,0,0,0.090044731,0.023801162,huffpo,huffpo139,incident mass shooting (1),incident
0,0,0,0,0,0,0.020477953,0,0,0,0,0,0.0070894,0.00597898,0,0,0,0.003155743,0.048257749,0.003779713,0.001002923,0.012918804,0.017255267,0.09874405,huffpo,huffpo141,incident mass shooting (2),incident
0.04683939,0.111607254,0.011223044,0,0,0.001150454,0,0,0,0,0.004548292,0.047183348,0,0,0.071009102,0.01996669,0,0,0,0.001988914,0,0,0.009876335,0.085153597,huffpo,huffpo142,incident mass shooting (1),incident
0.029380519,0.049705833,0.003138624,0.120860218,0.00184208,0,0.011734028,0,0.002861191,0,0.054526915,0.071024188,0.000304986,0,0.037814459,0.003823197,0,0,0,0,0,0,0.016865449,0.038950255,huffpo,huffpo144,incident parkland (2),incident
0,0,0.03473232,0.019648119,0,0,0.021890796,0.005416066,0,0.020689916,0.060187895,0.000419614,0.051105032,0.006396128,0,0,0.004231153,0.022641797,0.018056907,0.009521553,0.004481773,0.004219293,0.030645841,0.034970816,huffpo,huffpo146,incident video,incident
0.020412819,0.173645143,0.01309507,0.007488278,0.005822032,0,0.020492179,0,0.049952152,0.072686547,0.047818738,0,0,0.002555139,0,0,0.000187566,0,0.015338847,0.008580657,0,0,0.024455158,0,,,incident mass shooting (1),incident
0,0,0,0.085015438,0,0,0.041411577,0.05963637,0.0355017,0,0.105901173,0,0,0,0,0.002316114,0,0.023133953,0,0.031639599,0.013513381,2.88E-05,0,0,huffpo,huffpo158,incident video,incident
0,0,0,0.121129493,0.005075774,0.013255792,0,0.112090508,0,0,0.012389817,0.016756523,0,0,0.0460498,0.035250876,0,0,0,0,0.00437977,0,0,0,huffpo,huffpo159,incident parkland (2),incident
0,0.019416527,0.024309201,0.207395429,0.029932261,0.068915516,0.002224661,0.062199142,0,0,0.029166495,0.005406333,0,0,0.002479895,0,0,0,0,0.001936082,0.000466589,0.002728972,0,0.013208445,,,incident parkland (2),incident
0.00642433,0.00433055,0.067353049,0.025685065,0,0,0,0.067579799,0,0,0.105392477,0,0.068412839,0.023201819,0.007791036,0,0.022150334,0.001068262,0,0.060642484,0.062940062,0.056328759,0,0.040903926,huffpo,huffpo161,incident video,incident
0,0.000133045,0.000892996,0.198861394,0.005372916,0,0.008091461,0,0,0.033243744,0.003053476,0,0,0.000251283,0.050685993,0.000204856,0.000813921,0,0,0,0.000869127,0,0,0,huffpo,huffpo162,incident parkland (2),incident
0.05325784,0,0,0.069863181,0.019187623,0.035495045,0.027616745,0.048936931,0.003889984,0.018320047,0.01090043,0.010511732,0.003299882,0,0,0,7.65E-05,0.015878491,0.002989892,0.004531266,0,0.008023082,0.050690407,0,huffpo,huffpo163,incident parkland (2),incident
0.192704988,0,0,0,0.012361928,0,0.014847512,0.012845036,0,0.005523396,0.042101307,0,0.029964433,0,0,0,0.074696952,0.06153757,0,0,0.016925397,0,0,0,,,incident nyc,incident
0.020232514,0.057674089,0,0,0.016764926,0.001947933,0.019251131,0.068737566,0,0,0.005683483,0.002575263,0.027568353,0,0.125109518,0.029408336,0.128247339,0.007823222,0,0,0,0,0,0.038947144,huffpo,huffpo167,incident nyc,incident
0.101341611,0.087690553,0.000705448,0.022927585,0,0,0,0.0164829,0,0.003220041,0.037040892,0,0.127318988,0,0,0,0.011722991,0,0,0,0.067427634,0,0,0.147584998,huffpo,huffpo169,incident mass shooting (2),incident
0.013563876,0.098669089,0.078526831,0.027776665,0.020687152,0.004244334,0.032836475,0.042417718,0,0.024070945,0.008917501,0.00170681,0,0,0.03259842,0.021374499,0,0.030199504,0,0,0,0,0.009637894,0.002389593,huffpo,huffpo173,incident mass shooting (1),incident
0,0.006169344,0,0,0,0.027080001,0.018986748,0,0,0.070651701,0.10549664,0,5.52E-05,0.024414437,0,0,0,0.001286659,0.003658157,0.008400476,0.023527915,0,0,0,huffpo,huffpo174,incident video,incident
0,0,0.068731569,0.021431143,0.002812298,0.019886942,0,0.01067699,0.090396343,0,0.032449962,0.003214578,0.039589199,0.016754032,0,0.026561775,0.093015024,0,0,0,0.036103973,0.081191495,0,0.022183483,huffpo,huffpo176,incident nyc,incident
0,0.111232725,0.081700523,0.009496192,0,0.003988706,0,0.000737677,0.002254463,0,0,0.01819538,0,0,0.082523749,0,0,0,0.000592425,0.00293896,0.020289678,0,0,0.014585276,huffpo,huffpo179,incident mass shooting (1),incident
0.073567997,0.140952816,0.076944016,0,0.007838437,0.003578443,0,0,0,0.016442958,0,0.000460939,0,0.00089412,0.061773469,0,0,0,0.003324697,0.000763099,0.00986852,0,0.00455622,0,huffpo,huffpo180,incident mass shooting (1),incident
0,0,0,0.217537024,0.012317337,0,0.020351728,0.023894731,0,0,0.018209677,0,0.022690588,0,0.010727929,0,0,0,0.001659524,0,0.035951885,0,0,0.058254383,nation,nation2,incident parkland (2),incident
0.018367824,0.195875278,0,0,0.010783518,0.050106648,0,0,0,0,0,0.082017237,0,0,0.023976,0,0.013261327,0,0,0,0,0,0,0.047680522,nation,nation5,incident mass shooting (1),incident
0.001939419,0.160546139,0.007686207,0,0,0,0.047232806,0.049026818,0,0.026458655,0,0.07288372,0,0.009225451,0.097323698,0.013301227,0,0,0.017398785,0,0.014212364,0.01357122,0,0.025793885,nation,nation13,incident mass shooting (1),incident
0,0.121692675,0.021387041,0.016603526,0,0,0.051055782,0.007728152,0.024834004,0.008308168,0.029662496,0.049433224,0,0,0.092704531,0,0,0,0.041742351,0.010104168,0.008573358,0,0.007781085,0.100859656,,,incident mass shooting (1),incident
0.000778256,0.159065084,0.043781823,0,0,0.002791776,0,0,0.003395249,0,0,0.011650233,0.002156614,0,0.048820656,0.03577886,1.00E-05,0,0.006480281,0.006990915,0.042847077,0.000879932,0,0,nation,nation18,incident mass shooting (1),incident
0,0,0.005176794,0.196483292,0,0,0,0.051806094,0,0,0.017080602,0,0,0,0,0,0,0,0,0,0.013278529,0,0,0,nation,nation22,incident parkland (2),incident
0,0.019614006,0,0,0,0.080620448,0.043739205,0.069612599,0.014134616,0.071122745,0.144165693,0,0.000399441,0.010052951,0.005816807,0,0,0.018922609,0.011431519,0.033359998,0.014758761,0.001957652,0.051447681,0.002223622,,,incident video,incident
0,0,0,0.215865371,0,0.000966208,0,0.043643533,0,0,0.010533112,0,0.029762643,0.006070035,0.044303476,0,0,0.011501104,0,0,0,0.023270589,0.003241872,0.040492171,nation,nation32,incident parkland (2),incident
0,0,0,0.127653199,0,0,0.018090053,0.108876727,0,0,0,0,0.044757353,0.025967431,0,0,0,0,0,0.012301744,0,0.03204731,0,0.059357422,,,incident parkland (2),incident
0,0,0,0.192663063,0.004038346,0,0,0.048809276,0,0.005436812,0.010791189,0.005833612,0,0,0,0,0,0,0,0,0,0.125560006,0.013340826,0,,,incident parkland (2),incident
0.095862863,0,0,0.107991157,0.001033254,0,0,0.055763888,0.006553477,0.013729657,0,0,0,0.000307598,0,0,0,0.078363041,0.062544531,0,0,0.007137562,0.05043042,0,nation,nation35,incident parkland (2),incident
0.003797441,0,0,0,0,0.000241631,0,0.045588919,0,0,0,0,0.008136413,0.011539304,0,0,0,0.007819738,0.018902812,0,0.004988037,0,0,0.207773261,nation,nation38,incident mass shooting (2),incident
0,0.174861996,0,0.005646987,0.018168046,0.003536689,0.0154725,0.000780269,0,0,0,0,0.057421233,0,0,0,0.08732851,0,0,0,0,0,0,0,nation,nation46,incident mass shooting (1),incident
0,0,0,0.108771053,0.002735038,0.00011553,0,0.079780983,0.003129632,0.041876871,0,0,0,0,0.043951771,0,0,0,0,0,0,0.012992442,0.033831005,0.104984793,nation,nation50,incident parkland (2),incident
0.000513859,0,0,0.171656249,0,0,0.027644002,0,0,0.044020752,0.010149073,0,0,0,0.031354897,0,0,0,0,0,0,0.000792476,0.019501535,0.075549282,nation,nation51,incident parkland (2),incident
0.064444715,0.006252913,0,0,0,0,0,0,0,0,0,0.012678749,0.001712899,0,0,0,0.165181693,0,0.019368686,0,0.064488236,0,0.023509593,0.008574871,nation,nation59,incident nyc,incident
0,0,0,0,0.003040816,0,0.033402861,0,0,0,0,0.070923634,0,0.006237466,0,0,0.006882736,0,0,0,0,0.003306869,0.009523572,0.140010454,nation,nation64,incident mass shooting (2),incident
2.39E-06,3.69E-06,0,0,0.04427891,0,0.006753447,0,0,0,0,0.003362396,0.006046795,0.040950605,0.010835865,0,0.012049043,0,0.002755205,0.001393673,0,0.032832427,0,0.072728778,,,incident mass shooting (2),incident
0,0,0,0,0,0.00938972,0.010347699,0,0,0,0,0,0,0,0,0,0.18200667,0,0,0,0,0,0,0.164071648,nation,nation68,incident nyc,incident
0,0,0,0.003756088,0.004844568,0.009022037,0.043319459,0,0,0,0.023733788,0.004248957,0.00173886,0.029752723,0.00519191,0,0.001367071,0.015054158,0,0,0,0.030243585,0,0.047979725,nation,nation71,incident mass shooting (2),incident
0,0,0,0,0,0,0,0,0,0,0,0.024749079,0,0,0.063066967,0,0.032841823,0,0,0,0,0,0,0.286658443,nation,nation72,incident mass shooting (2),incident
0,0.003404037,0,0.109819647,0.045160903,0,0,0,0.04889354,0,0,0.020282031,0.018874498,0,0.009451426,0.000618088,0.000234893,0,0,0.005764789,0.003344466,0,0.017224565,0.053185563,,,incident parkland (2),incident
0,0,0,0.099455013,0,0,0.003542241,0.038128677,0.049390276,0,0.0048837,0,0,0,0,0,0.058769768,0.051510413,0.013992925,0.037112983,0,0.013871835,0.001221436,0,nation,nation82,incident parkland (2),incident
0,0.002338742,0,0.112468946,0,0,0.007186624,0.023125929,0.000560522,0,0,0,0,0.081701402,0.003151489,0,0,0.073575087,0,0,0,0.00177652,0,0.10907013,,,incident parkland (2),incident
0,0.099452325,0,0.03181492,0,0,0,0.02849502,0,0,0.00687717,0,0,0,0.095703392,0,0,0,0,0,0,0,0.009639911,0.080757589,,,incident mass shooting (1),incident
0.012356428,0,1.92E-05,0.152586893,0.020058209,0,0.067894928,0.040079407,0.019370923,0.017642427,0.039287958,0,0,0.006178881,0.028787211,0.011461023,0.009733998,0.00953048,0.005642436,0.058464794,0.009406955,0.002024903,0.009871309,0.024905995,,,incident parkland (2),incident
0,0,0.035902809,0.17179495,0,0,0,0.027957216,0.052994539,0.02417562,0.003092393,0.003364396,0,0.01435041,0.014533048,0,0,0,0,0,0,0.10177878,0.006149054,0.009292776,,,incident parkland (2),incident
0.093431834,0,0,0.132053921,0,0,0,0.091819793,0,0.000106444,0,0.013249082,0,0,0,0,0,0.039372713,0.018908797,0.013824957,0,0,0,0.052641726,nation,nation91,incident parkland (2),incident
0.023655069,0,0,0,0,0.083477349,0,0.02836848,0,0.036027913,0,0,0.071492162,0.013290117,0.031744438,0,0.14008321,0,0.015120694,0,0,0.12795879,0,0,,,incident nyc,incident
0.028715672,0.086007183,0,0,0,0,0.004682889,0.018375902,0,0.028976259,0,0,0.044236921,0,0.00513268,0,0.177267772,0,0.003936548,0,0,0,0,0.060357074,nation,nation97,incident nyc,incident
0.077910842,0.09039316,0.022908237,0,0,0.001691401,0,0,0.039404892,0,0,0,0.042950249,0,0.085893111,0,0,0,0.00625872,0.022259822,0.037207077,0,0.002820078,0,,,incident mass shooting (1),incident
0,0,0,0.162389646,0.021669541,0,0,0,0,0.019988312,0,0,0.006335801,0,0.010429123,0.00122143,0.046428958,0,0,0.00273225,0.009412673,0,0.001352897,0,nation,nation101,incident parkland (2),incident
0,0.044376717,0,0,6.09E-05,0,0,0,0,0.033455179,0,0,0,0,0.037219897,0,0.256096468,0,0.102361954,0,0,0.000391913,0,0.019438224,inforwars,inforwars8,incident nyc,incident
0,0.147838242,0,0,0.001450339,0.003434436,0,0,0,0.034160694,0,0.101120558,0,0,0.075548639,0,0.01490682,0,0,0,0,0,0,0,inforwars,inforwars10,incident mass shooting (1),incident
0,0,0.005366426,0,0,0,0.00706457,0,0.003265299,0.038967997,0,0,0,0,0,0.103832761,0,0,0,0.003622843,0.005951991,0,0.02054325,0.156415825,inforwars,inforwars15,incident mass shooting (2),incident
0,0.119815118,0,0,0,0,0.013659866,0,0,0.006986139,0.031504746,0.059229394,0,0,0.040817885,0,0.138282991,0.034916765,0.019466483,0,0,0.00742434,0,0,inforwars,inforwars18,incident nyc,incident
2.24E-05,0,0,0,0,0,0.063698918,0,0,0,0,0,0,0,0.008229303,0,0.1051618,0.02087566,0,0.023115046,0,0,0.003400979,0,inforwars,inforwars19,incident nyc,incident
0,0.112069776,0.038205739,0.00526691,0,0,0,0,0.085115019,0.001006047,0,0.108737264,0,0,0.031423327,0,0.002771937,0,0.000365096,0.011156482,0.023005283,0.004653885,0.010952662,0.005412159,inforwars,inforwars20,incident mass shooting (1),incident
0.0023236,0,0.015521627,0.119488688,0.008311599,0,0,0.065930603,0.000743913,0.017928146,0.018014777,0,0.0004357,0,0.033089046,0,0,0.008353866,0,0.038362203,0,0.111145664,0,0,inforwars,inforwars24,incident parkland (2),incident
0,0,0,0.241326799,0.012976165,0,0,0,0.005802205,0,0.01834562,0,0,0,0,0,0,0.004837113,0,0,0,0,0,0,inforwars,inforwars26,incident parkland (2),incident
0.011252194,0,0,0.184448069,0,0,0,0.075324567,0,0,0.000404208,0.008614757,0,0,0,0,0,0.101162717,0.014514652,0,0,0,0.016478648,0.029574934,inforwars,inforwars28,incident parkland (2),incident
0,0,0,0.259103157,0.001861686,0,0,0,0,0.009180419,0,0,8.14E-06,0,0,0,0.00528481,0,0,0,0,0.00078597,0.002980527,0,inforwars,inforwars29,incident parkland (2),incident
0.066028195,0.010015881,0,0.169214639,0.000872629,0.07537328,0,0.042202006,0,0.018104985,0.028445309,0,0.024651096,0.006342956,0.098560953,0,0,0,0,0.005380961,0.038842614,0,0,0,inforwars,inforwars32,incident parkland (2),incident
0,0,0,0.012600951,0.008858569,0,0,0.044509287,0.002623479,0.101040184,0,0,0.04920184,0,0.0431209,0,0.130026903,0,0,0,0,0.024239868,0,0.021968851,inforwars,inforwars34,incident nyc,incident
0,0.007043084,0,0.048979829,0.001579522,0,0.03734037,0.034030235,0.011319536,0.00337655,0,0.011715753,0,0,0,0,0,0,0,0,0,0,0.02217839,0.103689551,inforwars,inforwars43,incident mass shooting (2),incident
0,0.000475164,0,0,0.033072131,0.013051417,0.080089211,0,0.031009647,0.040060685,0.009029323,0,0.001011742,0.023812427,0,0,0.056656935,0,0,7.91E-05,0,0.041452601,0,0.091106472,inforwars,inforwars44,incident mass shooting (2),incident
0.001179362,0.043413826,0.002218497,0.009531677,0,0.024999599,0,0,0,0.041134356,0,0,0,0.025997629,0,0,0,0.032192294,0,0.003531418,0,0.018948699,0,0.116479316,inforwars,inforwars45,incident mass shooting (2),incident
0,0,0,0,0.000689138,0,0.00186652,0,0,0.000346834,0.075589032,0.004954796,0,0,0.003488844,0,0,0,0,0,0,0,0,0.000891779,inforwars,inforwars46,incident video,incident
0,0,0,0,0,0.014500348,0.003961918,0,0,0,0.064205346,0.011485138,0,0,0,0,0.106051274,0.005494558,0,0,0,0.002647362,0,0.056831541,inforwars,inforwars51,incident nyc,incident
0,0,0.007617649,0,0,0,0,0.054641661,0,0,0,0.105358442,0,0,0,0,0,0,0,0,0.017206899,0,0,0.165022625,inforwars,inforwars64,incident mass shooting (2),incident
0,0.001459306,0.002223557,0.170038017,0,0,0.013926233,0.000209021,0.010550377,0.002936013,0,0.01361697,0,0.003344758,0.000511093,0.03039271,0.003218393,0,0.011641122,0,0,0.003969655,0.035518166,0.063526684,inforwars,inforwars69,incident parkland (2),incident
0.000723326,0.003887512,0.000619926,0.118824438,0,0.08161113,0.0075014,0.033024342,0.001151445,0.001359499,0,0.003231113,0.040612561,0,0.001017232,0,0.037821538,0.007033738,0,0,0,0,0.036061719,0.011531293,inforwars,inforwars70,incident parkland (2),incident
0.115535888,0,0,0.173321516,0,0.002045507,0,0.019516127,0,0,0,0,0.038755595,0,0.003512235,0,0,0.044892898,0,0,0,0,0,0,,,incident parkland (2),incident
0.005256941,0.070844139,0.000647208,0.212542506,0,0.032529562,0.012090873,0.02901485,0.000585872,0,0,0.004367156,0.001297316,0,0.067526252,0.023139307,0.00831176,0,0,0.021371286,0.01542225,0,0,0,inforwars,inforwars77,incident parkland (2),incident
0,0.00059001,0,0.002209662,0,0.012401028,0.060951552,0,0,0.011447973,0,0.003547789,0.058610571,0,0.068715378,0,0.229442879,0.004855648,0,0.008600516,0,0,0.029326225,0,inforwars,inforwars81,incident nyc,incident
0,0.057070895,0.004880396,0.19013159,0,0,0.015333566,6.87E-05,0,0,0,0.045569468,0.009218985,0,0.056373391,0,0.001895851,0,0.003037195,0,0.023022758,0,0,0.111546486,inforwars,inforwars101,incident parkland (2),incident
0.030582243,0.220011258,0.004163966,0.011994633,0,0.013522747,0,0,0.001311915,0,0,0.071182984,0,0,0.067565129,0,0,0,0,0,0,0,0.001316175,0.056967848,inforwars,inforwars102,incident mass shooting (1),incident
0,0,0.091364366,0.073797709,0,0,0,0.004422798,0,0.01833656,0,0.004897245,0.021919922,0.000357536,0.005194499,0,0,0,0.058085293,0.010664333,0.029959805,0.00657167,0.009512945,0.152160949,inforwars,inforwars109,incident mass shooting (2),incident
0.005695351,0,0,0.208517862,0.008647855,0,0.082262397,0,0,0,0,0,0,0,0.001494448,0.045055959,0.002219554,0,0.011450223,0,0,0,0,0,inforwars,inforwars114,incident parkland (2),incident
0.059337761,0.021034111,0.040858803,0.163429576,0.003690298,0.014524355,0.011461141,0.05996302,0.015950435,0.00463829,0,0,0.011684872,0.000589353,0.024166684,0.007457921,0,0.143316085,0.012915896,0.02428829,0.00587937,0,0,0,inforwars,inforwars117,incident parkland (2),incident
0.069774692,0.046336053,0.00713671,0.147444732,0.013166934,0,0.036595069,0.048065357,0.01670925,0.024584786,0.007150242,0,0.013981917,0.016582849,0.030265082,0.00804852,0.01008027,0.012127604,0.036552454,0.021298213,0.014388272,0,0.016634988,0.001532414,inforwars,inforwars119,incident parkland (2),incident
0.010879686,0.001736888,0,0.134228453,0,0.018354824,0.076135757,0,0,0.002719323,0,0.022124427,0.005153062,0.00096543,0.122851341,0.031683428,0.01893254,0,0.002231835,0.000329365,0,0,0.002629524,0.076251127,inforwars,inforwars137,incident parkland (2),incident
0,0.147575698,0,0.008166293,0,0.004223612,0.017209036,0.003401593,0,0.007373193,0,0.123970061,0.000897021,0,0.096596938,0.038589637,0.044041198,0.009558001,0,0,0,0,0.019556444,0.002919916,inforwars,inforwars145,incident mass shooting (1),incident
0.011997114,0.195265763,0,0,0,0,0.022461605,0,0,0,0,0.044069088,0.000816612,0.002932764,0.065333943,0,0.001380431,0,0,0,0.005967223,0,0.008950368,0.080659501,inforwars,inforwars146,incident mass shooting (1),incident
0,0.212234666,0.016935629,0.023460851,0,0,0.004268127,0,0,0.00581887,0,0.025327031,0,0,0.045290428,0.022883656,0,0.004429034,0.004286044,0.000677714,0.010125125,0,0,0.057680605,inforwars,inforwars148,incident mass shooting (1),incident
0.008625529,0.002351078,0.021533897,0.191329349,0.017926524,0.039035166,0.02981933,0.068786581,0,0.021635282,0,0,0,0.001054022,0.019647624,0,0.005028698,0.036841722,0.021517737,0.009261974,0,0.007132801,0.003713321,0,inforwars,inforwars162,incident parkland (2),incident
0.111125191,0.020335529,0.00274235,0,0.003078309,0,0.028484174,0.095211995,0.00391564,0.017867266,0.000549105,0,0.011433762,0.025639479,0.060941194,0,0.182774998,0.012218941,0.009493764,0.008434198,0.015346943,0,0,0.001378526,inforwars,inforwars164,incident nyc,incident
0.107963823,0.011354067,0.015778644,0.002557543,0.009178442,0,0.060851057,0.052029658,0.059050612,0.006236186,0,0,0.011652596,0.033954832,0,0,0.175449745,0.002540732,0.053897849,0.002770283,0.033690188,0.004484632,0,0,inforwars,inforwars177,incident nyc,incident
0.006314359,0.225625853,0,0.003706708,0.000878426,0.000424199,0,0.001211949,0.001969594,0,0,0.065942806,0,0,0.094698208,0,0.010628586,0,0,0.004514387,0.006029849,0,0,0.046325349,wsj,wsj2,incident mass shooting (1),incident
0,0,0.067957518,0.044611946,0.001281959,0,0.047498921,0,0.005667794,0.004295413,0,0.018259563,0,0,0.024598543,0,0.007630731,0.000795874,0.006869228,0.032154938,0,0.012366359,0,0.090824821,wsj,wsj8,incident mass shooting (2),incident
0.01132653,0.00529372,0,0.205081942,0.014723188,0.004699758,0.018995898,0.02938008,0.061738847,0.020834823,0.001098039,0.013252977,0,0.000878047,0.010429881,0.007846056,0.019262766,0.032369411,0,0.010555463,0.024954965,0.0020103,0,0.007992894,wsj,wsj15,incident parkland (2),incident
0,0,0.001245728,0.014531567,0.00371101,0.010085646,0,0.098822172,0,0,0,0.030530934,0,0,0,0,0,0,0,0,0.010973746,0.003259854,0.004306792,0.107779265,wsj,wsj23,incident mass shooting (2),incident
0,0.084509949,0,0.010408548,0.014339735,0.00466663,0,0,0,0.019673793,0.004367533,0.049683583,0.066856548,0,0.008384298,0.047008679,0.053388161,0,0,0,0.031017679,0,0.043073919,0,,,incident mass shooting (1),incident
0,0,0,0.152081445,0,0.000370339,0,0.112142488,0.007104381,0,0,0.018246163,0,0,0,0,0,0,0,0.069892316,0.003445751,0,0.02671277,0.002727781,wsj,wsj38,incident parkland (2),incident
0,0,0.075576287,0.002786315,0,0.027195707,0,0,0,0.038481413,0.003848201,0.042066184,0,0,0,0.039729701,0.193661026,0.01011202,0,0,0.001793833,0,0,0,wsj,wsj41,incident nyc,incident
0,0.109801805,0.083697045,0.129292162,0,0.000448925,0,0,0,0,0,0.022941189,0.000883754,0,0.081783407,0,0,0,0.010242497,0,0.048717634,0,0.010582972,0.063758861,wsj,wsj43,incident parkland (2),incident
0.006985342,0.151220167,0,0,0,0,0.057458223,0.005265962,0,0.005015136,0,0.079593163,0.009430312,0.004425336,0.132385741,0.001131799,0,0,0.01565262,0.00579075,0,0,0,0.021902113,wsj,wsj59,incident mass shooting (1),incident
0.009802682,0.022541231,0.012728441,0.209461103,0.007780201,0.002519249,0.021801462,0.019459406,0.027004885,0.000710746,0.016075929,0.016419765,0,0.007068027,0.044770921,0.020178844,0,0.001304946,0.001989394,0,0.018098978,0.005491316,0.010667333,0.014138989,wsj,wsj65,incident parkland (2),incident
0,0.005190736,0.052319409,0.016758408,0.005167365,0.01299177,0,0,0.002372284,0,0.006903853,0.03627761,0,0,0.011603456,0.086634121,0.105388004,0,0,0.00438912,0.016588253,0,0,0.015678186,wsj,wsj66,incident nyc,incident
0,0,0,0.15926645,0.026276426,0.014716986,0,0.059006199,0,0,0.008807648,0.014365574,0,0,0,0.001512304,0.074718538,0.004113182,0,0.002061386,0.01359198,0,0,0,wsj,wsj69,incident parkland (2),incident
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wsj,wsj72,incident mass shooting (1),incident
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wsj,wsj75,incident mass shooting (1),incident
0.019171453,0,0,0,0,0.006041416,0,0.034369418,0,0,0,0,0,0.153482093,0,0,0.253171421,0,0,0,0.001491967,0,0,0,,,incident nyc,incident
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wsj,wsj79,incident mass shooting (1),incident
0.003308009,0.007947023,0,0.023064108,0.034755331,0,0,0.004308908,0.002784955,0.024786751,0.007246832,0.023900628,0.032122349,0,0.018425962,0,0,0,0.057469908,0,0,0,0.022826347,0.093552496,wsj,wsj81,incident mass shooting (2),incident
0.027609639,0,0,0,0.027352717,0.023923508,0,0.005409713,0,0,0.01085129,0.034596066,0.000699217,0.012006215,0,0,0.088831634,0.064278343,0.001513462,0.011517543,0.01567768,0,0.007575543,0,wsj,wsj94,incident nyc,incident
0,0.121088354,0,0,0,0.00340748,0,0.037456564,0,0,0,0.077651417,0.006191541,0,0.003190707,0,0.051805502,0,0,0,0.080164108,0,0,0.010517834,wsj,wsj98,incident mass shooting (1),incident
0,0.154663705,0,0,0,0.005380937,0,0,0.001557856,0,0,0.143407754,0,0,0.028352795,0.030592086,0,0,0,0,0.004097467,0,0.092913571,0,wsj,wsj108,incident mass shooting (1),incident
0,0.179315765,0,0,0,0.001234704,0,0,0,0,0,0.171695148,0,0,0,0.037457197,0,0,0,0,0.009868584,0,0,0,,,incident mass shooting (1),incident
0.052285909,0.140474341,0,0.018283755,0,0.002574733,0.026506586,0,0.016157054,0.04842594,0,0.068827866,0.005714149,0,0,0.057836134,0.026773105,0.001597451,0.024327225,0.005532212,0,0.004286216,0,0.043652782,wsj,wsj113,incident mass shooting (1),incident
0,0.059519066,0.052995226,0.011652536,0.001693294,0.009198324,0,0.051845484,0.007826481,0,0,0.044201827,0,0,0.000724999,0.069942533,0.08384287,0.001948322,0.000585816,0.001563681,0.021297557,0.004133302,0.016950581,0.008868646,wsj,wsj120,incident nyc,incident
0.083174683,0.056283962,0,0.145311464,0.009069146,0,0.012128404,0,0.008256212,0.009580232,0.006948964,0,0.018625493,0,0.031308788,0,0.011354837,0.077388341,0,0.009555842,0.013092225,0.000859786,0,0.010482332,wsj,wsj135,incident parkland (2),incident
0.001184808,0,0,0.119498679,0.039604004,0,0,0.059412986,0.034420423,0.02825387,0.000157052,0,0.109031986,0.026558853,0.017369693,0.016369932,0.032105428,0,0.000634503,0,0,0,0,0.076553068,wsj,wsj137,incident parkland (2),incident
0,0.207536751,0,0.001163433,0,0.00337646,0,0,0,0,0,0.114347094,0,0,0,0,0,0,0,0,0.000433489,0,0,0,wsj,wsj163,incident mass shooting (1),incident
0.002155578,0,0,0.055905468,0,0.007321546,0.024573716,0,0,0.031533859,0,0.082036108,0,0,0,0,0,0.006480034,0,0,0.003086361,0,0,0.100126989,wsj,wsj170,incident mass shooting (2),incident
0.000407681,0,0,0.005229073,0,0.103933716,0,0.081344305,0,0,0.004286115,0.026271609,0.006271377,0,0,0,0,0.022286614,0,0,0.004936395,0,0.005006911,0.110063675,npr,npr9,incident mass shooting (2),incident
0,0,0,0.087887034,0.016563931,0.028324909,0,0.043922412,0,0,0,0.017322856,0,0,0,0,0,0.051181647,0,0,0.011082249,0,0,0,,,incident parkland (2),incident
